id,premise,hypothesis,label_string,label
4OIIQcGq8L,"The KPIs used to manage the segments are order intake, revenue, and adjusted EBIT.","The KPIs disregarded for managing the segments include order intake, revenue, and adjusted EBIT.",factive_antonymity,2
16QhYkSoU8,"Nevertheless, the individual activities could create positive effects that exceed expectations.",The individual activities inherently lead to outcomes that meet only the minimal expected standards without any potential for exceeding them.,worldknowledge,10
ZBysUrq4ZI,"Over the course of the year, the company made significant efforts to improve its agility and position itself better for the future while at the same time strengthening its resilience to any unforeseen developments.",The company introduced a new range of products during the same year.,neutral,6
iudd2N1QHH,More than 87 percent of new industrial trucks made by the KION Group now run on electricity.,More than 87 percent of new industrial trucks made by the KION Group now run on diesel.,structure,8
wCxqYgYmsb,"The Annual General Meeting on May 11, 2017 voted to create authorized capital that will enable the KION Group to meet its funding needs quickly and flexibly.",The KION Group operates solely on a volunteer basis and does not require any form of funding or capital to meet its operational needs.,worldknowledge,10
BzMYNCf1Vu,There was a particularly sharp increase in the volumes of revenue generated in the grocery and general merchandise industries; these were the standout sectors in this respect.,There was a particularly sharp increase in the volumes of revenue generated in the grocery and general merchandise industries; these were the standout sectors in this respect.,entailment,1
6YFsIUTN8Z,KION GROUP AG Investor & Analyst Q2 2022 Update Call Transcription mentioned the pipeline analysis regarding the split between e-commerce and other verticals.  Temporal,"In the KION GROUP AG Q1 2022 Update Call, it was indicated that the pipeline analysis for the split between e-commerce and other verticals had not yet been started.",temporal,9
bCgJhd379J,"The recognition and measurement of other provisions are based on an estimate of the probability of the future outflow of resources, supplemented by past experience and the circumstances known to the Group at the reporting date.",The accuracy of financial forecasts impacts the company's investment decisions.,neutral,6
5rLp0s6BB9,"The auditors submitted their report and the documents relating to the 2021 financial statements to the members of the Audit Committee and the members of the Supervisory Board, in each case with the required lead time.","The auditors submitted their report and the documents relating to the 2021 financial statements to the members of the Audit Committee and the members of the Supervisory Board, in each case with the required lead time.",entailment,1
e6lqPCR8t2,A reconciliation of EBIT to adjusted EBIT is presented in the > table ‘EBIT’ (in the section ‘Financial position and financial performance of the KION Group’).,A reconciliation of EBIT to adjusted EBIT is presented in the > table ‘EBIT’ (in the section ‘Financial position and financial performance of the KION Group’).,entailment,1
5BFrYNlxY3,The contact details of the investor relations team can be found under IR Contact.,The contact details of the investor relations team can be found under IR Contact.,entailment,1
4cQVVOYFcJ,"Sundry intangible assets relate in particular to customer relationships amounting to €476.9 million (December 31, 2019: €541.3 million).","Sundry intangible assets are exclusively composed of physical goods like machinery and vehicles, not including customer relationships.",worldknowledge,10
aZIPdNEsCb,Our shared objective is to pave the way for a new generation of automated guided vehicles that will revolutionize intralogistics using AI.,Our shared objective is to pave the way for traditional logistics methods that negate the need for automated guided vehicles.,structure,8
SRB2ZBocnS,These increases were due in part to restrictions in the availability of materials.,These increases were due in part to restrictions in the availability of materials.,entailment,1
